"1","1","2018","1","1","A"
"2","1","2018","1","1","B"
"3","1","2018","1","2","A"
"4","2","2018","1","2","B"
"5","1","2018","2","1","A"
"6","1","2018","2","1","B"
"7","1","2018","2","2","A"
"8","1","2018","2","2","B"
"9","1","2018","3","1","A"
"10","1","2018","3","1","B"
"11","1","2018","3","2","A"
"12","1","2018","3","2","B"
"13","1","2018","4","1","A"
"14","1","2018","4","1","B"
"15","1","2018","4","2","A"
"16","1","2018","4","2","B"
